Gender,Starting_Weight_KG,End_Weight_KG,Duration_in_weeks,Training_hours_per_week,Intensity
Female,109.08606300144174,104.1937606889232,18,9,Low
Male,93.62418575537407,89.8737048252327,13,5,High
Female,69.12282150266532,65.73327183486067,11,10,Medium
Male,111.36234457868616,102.48486473386265,15,12,Medium
Male,109.75751282526966,106.75590089437247,6,11,Medium
Female,118.02280751875938,115.53271725821678,17,3,Medium
Female,112.49054171636033,110.90111169664488,8,3,High
Male,102.22650501089629,90.21899027560816,19,10,High
Male,84.05136987858968,83.28898176126894,7,3,Medium
Male,99.3400263353584,97.67820561374945,6,11,Low
Female,78.82170324133902,75.4651734127925,17,6,Medium
Female,90.7445089214904,87.92061185388863,11,10,Low
Male,92.06806298558612,80.61248809189021,20,11,High
Male,114.47291967902383,108.90583823231019,17,5,High
Male,113.77308055931289,111.66832337457508,15,3,Medium
Male,92.61860628668224,88.45856115109179,13,8,Medium
Male,103.9832538549598,99.53620882066568,16,6,Medium
Male,97.20723430556217,91.88804525869561,9,11,High
Female,114.54556542171379,109.30918560560124,10,11,Medium
Female,71.24165408557937,69.14027904715024,10,7,Medium
Female,101.86370410709756,101.10924156345072,13,2,Low
Female,118.222519670233,106.37181337055083,19,9,High
Female,70.51653117378541,67.8391332184678,7,12,Medium
Female,72.11798570545218,70.10563059764036,13,8,Low
Female,101.62340032033367,98.94619449614956,13,8,Low
Female,106.74923547149484,100.70342362029321,14,9,Medium
Male,99.6219621917573,96.12011982095586,15,4,High
Male,104.38745860588486,103.44682554325063,11,3,Low
Male,88.50729635247315,86.53910435966998,12,3,High
Male,99.06456914269305,97.70777913190577,7,7,Low
Male,84.48287523499661,82.98204727090223,6,11,Low
Male,92.85687701102658,91.61558669708464,6,4,High
Male,91.39118820123818,90.93737694543789,6,3,Low
Female,86.6775216061452,83.44613660762369,8,11,Medium
Male,117.20505448974788,115.82400024834158,9,3,Medium
Female,70.87605972887054,70.0892594619271,7,6,Low
Male,96.05552986498881,95.05632856909286,12,2,Medium
Female,96.93583314657869,94.21854051996111,10,5,High
Male,117.86228344296006,113.26898496612083,6,11,High
Female,67.9888914921461,64.90065379930637,14,8,Medium
Female,115.07259701958681,110.22499514889329,14,7,Medium
Male,83.24215154536246,80.09824017448864,12,7,Medium
Female,88.84448382961587,83.70990104109822,17,6,High
Female,87.27539203382896,85.14719459386615,10,9,Low
Male,88.38410915508783,82.72187439616962,20,7,Medium
Female,80.84758008695084,79.6713278866839,11,3,Medium
Male,98.16661073393593,95.77644783610017,11,4,High
Male,114.60845851642517,113.01409531271887,13,4,Low
Male,118.20256581494239,115.49950065189041,13,3,High
Female,91.13554071822992,89.46295895759377,15,3,Medium
Female,112.20598741766531,105.30682572086589,9,12,High
Male,104.32686342707117,102.96282962367798,16,3,Low
Male,93.96349367950702,87.42749995487476,11,11,High
Female,71.65165245680814,66.11859427581253,11,12,High
Male,96.52539087131059,94.94184070184396,10,6,Low
Male,100.91297131695391,93.20592136112933,18,10,Medium
Female,62.666603295573374,55.16385076623737,20,11,High
Male,85.83364663483403,82.60289306163348,16,4,High
Female,96.01106543888639,93.1489686704694,15,7,Low
Female,73.50009568062973,68.27906740382515,18,9,Medium
Male,113.4930550432519,112.92682981606923,6,3,Low
Male,93.07768999096763,91.23633975872853,15,3,Medium
Female,66.29005243519505,63.46910169742176,11,9,Medium
Female,65.01183531331903,63.494945585694616,19,2,High
Female,116.22738123190678,113.53014687084408,17,3,Medium
Male,84.72081244967517,81.25015035215937,12,8,Medium
Male,85.6363905664824,78.07422584278974,16,10,High
Female,111.75996347596518,104.9982613363977,13,8,High
Male,90.17152521109375,87.25597987312543,6,12,Medium
Male,106.63805643017665,101.16877009028191,14,9,Medium
Female,109.00354122179348,106.51898224790011,6,9,Medium
Female,96.43083840781154,94.7108682755953,17,4,Low
Male,118.29954173791398,112.3034836361895,13,7,High
Male,108.35531597043365,102.77254479371868,20,6,Medium
Male,84.51006039614633,82.57630110303852,14,4,Medium
Male,102.3364010618352,99.04980564057432,18,3,High
Female,103.09119156535104,96.63562989234183,14,11,Medium
Female,108.11743442240672,100.37758875468927,20,8,Medium
Female,61.57928011704549,54.9192461941859,20,12,Medium
Female,103.13273491628547,99.70556608974019,15,5,Medium
Male,113.02723284077798,111.16515597102895,10,6,Low
Male,109.87335243741427,103.23058372399022,20,7,Medium
Female,90.74094873933589,88.76420870135168,6,8,Medium
Male,98.32083852355211,92.91117259235295,20,5,High
Male,101.97674333199264,97.5894952435219,19,9,Low
Female,102.27862192959611,89.81617560323686,20,10,High
Male,116.91657162529941,114.24865792737454,9,6,Medium
Male,104.681408425645,102.53745093134668,12,3,High
Male,115.51337225133878,110.62735586124094,14,11,Low
Female,102.07541084674364,99.8235863317249,9,6,Medium
Male,82.7334550975539,79.59444767487719,10,9,Medium
Female,90.04969140009732,88.04669593728104,10,5,Medium
Female,77.18918089891454,74.56431654188042,20,4,Medium
Male,91.4069971253029,87.34376555182712,18,9,Low
Female,81.35565307295906,79.15500149552128,10,6,Medium
Female,78.88396632002855,74.12804772508488,17,6,High
Male,103.144399204684,100.0535803369798,7,10,Medium
Male,107.34406001414229,105.27171992967436,17,2,High
Male,90.74997548306942,87.72206251572723,9,9,Medium
Male,85.19050490273526,80.67560145850005,14,9,Medium
Male,82.35234883737849,79.18999802246346,14,10,Low
Female,94.54517070183314,92.9188361153489,9,7,Low
Female,71.16780997998015,70.8660843307043,8,2,Low
Female,60.55487965342196,60.08545309767417,7,2,High
Male,117.11012317294816,103.7242217080415,18,11,High
Female,92.22842514499445,87.06728279889369,10,10,High
Female,65.54689081481837,62.27787868013987,13,9,Medium
Male,113.71684448509941,107.95660056519203,12,10,Medium
Female,118.99216429740709,115.47309174190885,18,4,Medium
Male,97.94402648070869,94.37507371321975,14,6,Medium
Male,81.69958432952633,80.6796480342851,6,8,Low
Male,84.70183763024254,84.21336613438386,7,2,Medium
Male,95.26614986581728,86.0159969502292,19,9,High
Female,113.13135824693262,108.26144016241685,7,10,High
Female,68.88232075666572,67.0116357037849,9,7,Medium
Female,109.43940564016174,107.18944264989709,13,6,Low
Female,60.89857561314117,59.7278259703471,14,5,Low
Female,87.44332192714866,82.38113671127861,20,11,Low
Male,105.77588563802273,102.02501597373431,20,7,Low
Female,63.62276892153579,60.92285819333009,10,10,Medium
Male,104.59051002465947,102.80057772856294,12,5,Low
Female,116.66424728817336,111.91021863487882,17,9,Low
Female,69.6155952081957,63.69600232360711,16,12,Medium
Female,103.77668298212117,99.94954296599097,8,8,High
Female,96.54563387661261,92.71534953855752,19,5,Medium
Female,71.10698333275383,65.3822311731027,12,11,High
Male,80.24813658837463,78.59156089494321,15,3,Medium
Male,80.37137802023709,79.5262671479312,6,7,Low
Female,91.92554455032172,91.3100254953911,6,4,Low
Female,116.5667645736716,114.66830743813206,8,8,Low
Male,105.7719450986245,96.29608288811016,15,10,High
Male,108.57199385174974,105.77065487452647,15,3,High
Female,89.63192921523222,87.03062243417817,6,11,Medium
Female,94.91333655807418,87.97598149157638,11,11,High
Female,67.58205151983621,65.65506571928914,6,11,Medium
Female,112.60923722403786,107.38422442324735,16,7,Medium
Male,110.43170514667207,99.87708049545029,19,9,High
Male,119.92795811378438,113.91409462410456,10,12,Medium
Male,91.90891790222486,89.48271805927557,13,8,Low
Male,89.08071087184231,84.91509261786813,13,6,High
Male,85.00646631845372,84.19962851977115,7,5,Low
Male,118.56839026464179,111.12258190985949,14,10,Medium
Female,106.85311107768142,100.01157277651274,12,9,High
Female,69.97947682317832,65.55919917506408,19,12,Low
Male,102.10745884432856,95.92899847692313,11,12,Medium
Male,96.55072832269107,92.47831988184932,7,11,High
Male,86.05944031224772,80.24185337063322,11,11,High
Male,86.48291940119861,85.06139276051965,10,6,Low
Female,117.80819968471114,115.58738088318903,8,9,Low
Female,78.29785097746333,74.40095938484797,12,9,Medium
Male,117.65757166735773,112.37504973898695,18,6,Medium
Male,83.02442692260338,76.8954440749834,16,8,High
Female,87.64818253759144,86.15316522186514,7,4,High
Male,85.1847619406704,78.48624100934977,20,9,Medium
Female,60.28724311447033,57.11232519153921,17,11,Low
Female,93.2259644223646,91.14739497045376,7,12,Low
Male,84.55576419245453,80.26878732606234,17,5,High
Male,108.88098123734719,107.2809989634494,13,2,High
Female,101.88698254241397,97.4869817074416,19,9,Low
Female,70.57997444786935,67.18388739707837,15,7,Medium
Male,117.66968573062067,110.77117667634681,11,9,High
Female,103.26260450594938,102.06166666284547,10,2,High
Male,91.9188105662772,87.78449499094596,16,5,High
Male,108.36935055803163,102.86450720599841,7,12,High
Female,103.91581666089215,101.85031008251423,11,3,High
Female,80.53357987505763,79.26161274150462,13,2,High
Male,95.02354249845837,91.31835114240985,14,10,Low
Male,94.364260306132,93.5332354507089,8,4,Low
Female,96.99710661312444,94.64742220217553,10,6,Medium
Male,116.01640586160718,110.07904611722881,15,12,Low
Male,86.9277294491435,85.3713336725424,13,5,Low
Male,115.00798439345274,108.35686188923376,19,7,Medium
Female,61.65918939032055,58.68910177518419,8,11,High
Female,99.62031575869335,97.70055905685001,14,5,Low
Female,84.86633239138165,83.7563619367198,8,6,Low
Male,111.65126208929975,109.97202652344993,7,5,Medium
Female,103.27188677585417,99.97072645912746,14,5,Medium
Female,88.80646842871104,85.8725859733836,13,9,Low
Male,105.75456146890387,102.17521066583932,7,8,High
Male,100.0709252279978,93.60734484095943,9,12,High
Female,108.69110823731299,104.2126593342489,16,6,Medium
Female,88.56503915809392,84.39287795901072,11,10,Medium
Female,91.38935939952455,84.23149930538128,14,10,High
Female,75.03123518503071,74.60784035143294,7,3,Low
Male,104.2017206724189,102.57712701858567,20,3,Low
Female,78.1742885201901,76.11230473409667,9,7,Medium
Female,94.63704087257892,93.9231657627333,15,2,Low
Male,86.78712462296279,82.8277164066608,7,11,High
Male,86.37876369364635,84.1230480400663,16,6,Low
Female,85.02178447151961,82.74007849503711,8,8,Medium
Female,85.60917090663244,83.17375667577303,13,5,Medium
Female,76.08655589475234,73.95384001468236,17,4,Medium
Female,67.8958110220014,66.84133101659742,11,5,Low
Female,62.35263235283382,61.22641141531458,16,2,High
Male,81.00927309151264,78.78807923099028,14,7,Low
Male,90.86201160025902,90.33199553716939,11,2,Low
Female,87.71120652971624,86.35371416873927,9,4,Medium
Male,109.04973125224508,108.13982250037012,8,4,Low
Female,88.49230204284054,85.9150480772836,11,10,Low
Male,116.16203277741127,111.19193453551011,10,10,Medium
Female,62.113188274524425,61.36603078776258,14,2,Medium
Female,70.83963729243806,62.929384395547444,20,10,High
Male,93.5405797108057,91.91745199885476,7,9,Low
Female,94.64977128390734,93.61650623390494,6,3,High
Female,111.16416947363655,105.43486104087347,14,8,Medium
Female,81.01211711739458,77.55547968156749,19,8,Low
Female,76.07932095026521,73.65905675031723,14,4,High
Female,63.713350130573744,63.052538028611,10,4,Low
Female,109.27820866188625,108.76206675280483,6,3,Low
Male,95.18665772826716,93.0139047287579,10,5,Medium
Male,102.86200781667738,97.61613422697238,18,11,Low
Female,119.01332509027321,115.16232780206245,8,7,High
Female,60.09567423625767,57.658198963896545,13,7,Medium
Male,85.81800562795463,84.91215525441972,10,4,Low
Male,111.16443976077421,109.2113972254332,10,3,High
Male,112.20509940831352,109.63696459012566,11,8,Low
Male,110.76988476131021,108.52141115447085,19,4,Low
Female,92.21993346256976,79.69680902206451,20,11,High
Female,118.73141886138336,113.06539377546395,12,7,High
Male,95.84738239981283,94.76442717373541,9,3,Medium
Male,104.07774792452449,99.33439136516671,18,6,Medium
Male,82.53476018195393,80.5514456138242,19,5,Low
Male,96.39429799629355,93.63705308690547,13,5,Medium
Female,103.35000525059533,102.8347448722289,6,3,Low
Male,89.54955363082797,85.5094219491168,15,7,Medium
Male,117.75310356292593,114.12949003780696,20,6,Low
Male,107.47133470573156,105.215452961157,10,5,Medium
Female,77.25452297145429,73.56106243528896,10,11,Medium
Female,106.13993536235138,103.76822917145633,16,5,Low
Female,64.98988630848655,61.09219532276072,11,9,High
Male,118.99097690041826,110.72965302808863,16,10,Medium
Female,62.95711554441351,61.616492485237885,14,6,Low
Female,116.0073534689231,113.34866910313585,17,5,Low
Male,90.11415510993045,89.11376089184175,11,4,Low
Female,105.46944646145343,93.32579414159792,18,11,High
Male,80.00294797732424,73.48516693839996,12,11,High
Female,75.25440535077598,73.84975179160229,7,6,Medium
Female,104.9460363989832,101.65004741454422,10,11,Low
Male,101.29344283589289,93.16592169384266,19,7,High
Male,84.5980859854846,80.41222384495691,17,5,High
Female,83.61778475023652,80.41125869115801,11,6,High
Female,82.53296130507255,80.11067500506647,9,6,High
Male,102.726489767238,96.7059531899305,19,11,Low
Female,100.07862434761307,98.16306996474538,15,3,Medium
Male,113.63320969649,109.46983455526426,12,5,High
Male,99.8892558790949,98.04799085775468,14,3,Medium
Male,95.6808686922068,88.62626921498834,13,10,High
Female,68.6385920457229,67.06340935285276,10,4,High
Female,108.28937789938334,99.70878407819599,18,10,Medium
Female,102.8022243248736,94.49912112374133,16,12,Medium
Female,84.52064384728112,83.66184461027599,13,3,Low
Female,91.10593859656016,86.85925799020447,14,12,Low
Male,106.60731377647555,104.99093578274768,7,8,Low
Female,69.88833539085226,67.8098442517929,10,11,Low
Male,81.08791177631682,79.99222900516072,11,3,Medium
Male,92.70014796746742,91.4098062531041,11,3,Medium
Female,95.73510117816978,92.65724417625957,19,3,High
Male,99.46424365125836,94.09545147297122,20,6,Medium
Female,101.55327761178762,96.08667301521876,9,11,High
Male,112.7875922229814,110.19262120806314,14,6,Low
Male,99.53769866921104,89.17340404581427,20,9,High
Male,85.37068094871299,84.93795425594627,9,2,Low
Female,111.03767998793795,108.84182592224079,11,3,High
Female,94.49941963644686,92.36140638093785,9,9,Low
Female,104.39624884697224,100.49941773205511,10,9,Medium
Female,102.27987921649749,99.79998775840063,12,8,Low
Male,118.72847085324966,116.25163807520352,20,4,Low
Female,77.71843934014883,74.38352529795417,7,11,High
Female,102.31840636675572,99.55315324423036,15,4,Medium
Male,94.62705332503673,84.68432897340865,15,12,High
Male,95.81642883674567,92.68221227660185,18,4,Medium
Female,73.83567819952329,70.3177115432896,13,9,Medium
Male,93.76040702603416,92.88123224595934,12,3,Low
Female,116.89780509949578,112.54745148900442,11,12,Low
Male,91.70283387790404,90.18438653647848,8,8,Low
Female,74.7594363573952,68.7578902182166,15,9,High
Male,103.32551913895287,95.6201857290023,17,8,High
Female,75.48215740450527,72.72345956718638,20,4,Medium
Male,98.9354290237718,97.34868127346218,9,3,High
Female,110.05057539337422,106.96427230768228,11,10,Low
Female,73.82401885843053,70.21310792996441,16,5,High
Female,85.6014847310352,84.17039644813693,14,2,High
Female,96.62938410120191,88.8063449125009,18,10,Medium
Female,92.73773547440913,88.08005495780422,18,11,Low
Female,118.48339424491424,112.91104086467189,9,9,High
Male,107.2148101758078,102.65096179500287,7,11,High
Female,104.39677452290638,101.63782284971613,15,4,Medium
Male,118.67823791866934,115.6819761765495,12,5,Medium
Female,84.86628151371126,83.01497435410893,16,3,Medium
Male,94.21519260244204,90.58516368082964,13,11,Low
Female,62.63174578598295,57.95336127320652,14,12,Medium
Male,87.36817226075308,85.54186450400897,7,5,High
Female,74.23137792310055,69.47652517784387,15,7,High
Male,87.34017868285353,85.49419672420731,13,6,Low
Female,105.28703359179387,103.15540709268123,9,5,Medium
Male,101.43531925104446,99.42657729286447,19,4,Low
Male,106.70535205833869,103.74994768630108,13,8,Low
Male,112.81848643357495,111.9099891077214,15,2,Low
Female,73.84643647715367,71.78110122106582,10,11,Low
Male,93.03695759285996,90.1120815285894,7,10,Medium
Female,102.5016160221958,102.12847164752328,7,2,Low
Female,83.56553675426836,80.30579791155259,14,10,Low
Female,61.75625640606265,58.25553651622573,18,12,Low
Female,86.09731314161267,80.99772404377084,16,6,High
Male,116.33092345661657,111.52795157075107,18,5,Medium
Female,84.54129069557248,83.0802646845714,8,8,Low
Male,93.28995665770988,90.24868312391752,6,10,High
Female,119.37150497670163,114.84434931135891,14,6,Medium
Male,105.77662256948052,104.57484591696718,11,4,Low
Female,81.95988158827085,79.65511600135665,11,6,Medium
Female,66.12117188182845,64.27487149950639,9,7,Medium
Male,111.51397779785685,109.01245521680367,6,9,Medium
Female,102.48449600926546,101.69702866772023,7,4,Low
Female,115.31494795491389,113.22170109412232,13,5,Low
Female,73.0365378016805,71.0708567292028,20,3,Medium
Female,66.89546099929392,62.44966593936062,10,11,High
Female,103.44435158454382,97.93710527647205,16,8,Medium
Female,72.20375051992174,69.89966107622567,10,12,Low
Female,70.56623026736978,70.01247422310551,10,3,Low
Female,79.18844012376432,76.29660484946493,18,8,Low
Male,112.67300565913752,108.70801360877113,18,7,Low
Female,92.37219630657785,91.56898718221984,10,2,Medium
Male,81.83401420409123,77.25267432658376,11,9,High
Female,87.83368047955904,83.66873612910561,12,9,Medium
Male,107.35918445465902,104.60996427663346,14,7,Low
Male,101.53473753876062,91.3842603051003,19,12,Medium
Male,102.89800872626223,96.0503367167048,10,11,High
Female,73.48663970355987,72.21579752788782,10,3,High
Female,110.8643598957209,109.23247503303314,16,2,Medium
Male,102.45594870364496,97.03326415441995,18,5,High
Female,102.79476078244059,96.6225395526621,13,11,Medium
Female,118.91185302079815,108.34720958444709,20,10,Medium
Male,97.12794630698129,93.57913096167064,13,5,High
Female,112.86399676059051,111.65779443358423,10,4,Low
Male,80.291240557645,79.11800294028107,11,3,Medium
Male,81.3362917046048,79.48245860345338,13,3,High
Female,95.41679530372902,91.0589336221267,10,10,Medium
Male,92.45797582168802,86.017366266382,15,8,High
Female,74.89659402118201,73.44792070290494,11,3,High
Female,76.67612143253751,75.68122898540308,15,2,Medium
Female,79.10417607663526,78.6009775989194,7,2,Medium
Female,103.73686176860537,101.35511306424034,10,5,Medium
Male,102.76783888923778,101.03685236823257,6,10,Low
Female,107.34215835356001,105.69593792337824,7,8,Low
Female,109.81179479010311,108.01705595333598,9,4,Medium
Female,110.57609155807693,101.30201146616866,15,10,High
Male,96.5857659669955,95.6344776555475,8,3,Medium
Male,96.85093585265643,93.52262895140872,6,10,High
Female,115.57595280843503,110.31165378777102,20,4,High
Female,99.70581567626462,93.9256483555115,13,11,Medium
Female,64.82803103874832,60.09074703904071,19,9,Medium
Female,92.5312172455481,86.45959261996933,16,10,Medium
Female,81.36043557809441,78.37046129349466,8,11,Medium
Male,119.49739958865453,118.54733320221108,15,2,Low
Female,60.81932438773755,59.565149279519,16,3,Medium
Male,104.48723492282232,102.18495756996637,16,3,Medium
Male,108.94492377595432,107.77786106566853,6,3,High
Female,77.33440628144132,76.7354090438883,7,4,Low
Male,118.94566073026128,109.02842117058374,14,10,High
Female,111.57219762130268,101.33245053985601,18,9,High
Male,116.6261136394325,112.85227012556167,7,8,High
Male,80.76928237406194,79.0796523097256,16,3,Medium
Female,94.19232907888853,89.51067766462988,19,10,Low
Male,91.78600967818187,90.62000714159393,7,3,High
Female,110.94171809613977,104.35009439632393,11,9,High
Female,97.97097941489776,95.61143571994343,15,6,Low
Female,92.33262025926658,86.08794084076361,12,10,High
Female,66.87529018053634,61.41118022591262,18,10,Medium
Female,92.41336828717144,88.73032152762931,12,6,High
Female,97.9142487813856,96.77375978480292,14,2,Medium
Male,118.23649237240818,116.28514817856929,7,9,Low
Male,103.40204041695478,93.53909282983656,20,11,Medium
Female,118.04403610473926,116.7133566908366,11,4,Low
Male,118.46424462426648,117.50021233130748,15,2,Low
Male,106.0080134333439,101.8260430010709,11,8,Medium
Female,90.35447904708532,82.50369432282368,12,12,High
Male,98.64086975304197,89.4370349182436,17,10,High
Female,113.42271366694695,106.61127817934079,15,7,High
Female,61.69540097830541,59.697211757813754,6,9,High
Male,84.55232792094286,79.52564286027358,9,11,High
Female,66.12430374714911,63.41413335549036,19,5,Medium
Female,105.41611950726329,102.28954316056328,16,7,Low
Female,80.37906143115208,73.48275770486146,13,12,High
Female,98.27811268444205,97.8442384574678,8,2,Low
Male,104.15131615370262,99.7225833287903,15,5,High
Female,83.1496781845519,82.58879824666502,6,2,High
Male,101.26270888969594,92.89331873369343,15,10,High
Female,98.7083120142996,94.82540884443996,16,6,Medium
Male,117.63801319512552,112.97224257979778,15,10,Low
Male,103.02536291443926,99.62199491620481,15,5,Medium
Female,96.86205070609886,96.17036885831705,13,2,Low
Male,82.71423270815102,74.49053150335054,16,11,High
Female,117.13294888560671,110.34824607783675,13,8,High
Female,91.68491567456317,88.4612936547792,12,5,High
Male,112.05093679439688,103.06291181434206,16,12,Medium
Male,82.01164252589557,79.69751123583134,20,5,Low
Male,96.83640542948365,95.91086004536993,17,2,Low
Male,90.27901836610806,87.74441727201766,13,8,Low
Female,76.0185539213154,72.23917354231402,17,7,Medium
Male,111.65814919843717,110.98031890236128,6,4,Low
Female,97.4320035161312,94.05064720122397,19,7,Low
Male,97.58981247371392,94.9579528098183,20,3,Medium
Male,80.42342958345574,79.16428525897393,12,3,Medium
Female,117.8956765767318,111.72988464471764,19,10,Low
Male,118.48093013422896,116.26582461265363,6,11,Low
Female,73.05313261680232,71.60718981139448,8,6,Medium
Male,81.65385489266227,80.7926985630589,12,2,Medium
Male,101.20797452047609,94.51758189233877,14,11,Medium
Female,117.08464887698446,110.10317301812809,14,10,Medium
Female,114.6237507458961,111.26142474251357,12,6,Medium
Female,95.0797718333638,91.57955447561226,9,9,Medium
Female,78.21293103922244,72.24798817248193,20,7,High
Female,79.79765302615175,78.25288773333527,8,9,Low
Female,113.87481308916165,112.23763883408148,9,6,Low
Female,89.50704213813461,88.72223515389413,7,5,Low
Male,85.24464915868582,83.40455698803041,16,3,Medium
Female,74.90552855841644,70.27937027822425,10,11,High
Male,91.07179605869996,89.36317297506648,6,12,Low
Male,84.94186739727637,82.79713330957269,14,3,High
Female,87.78266289127748,83.95411422633588,8,10,High
Male,116.64203633099964,115.35821822456332,12,2,Medium
Male,106.75130171969045,103.8499012528742,13,8,Low
Female,64.34843545493136,59.87616726869971,18,7,High
Male,80.21979271236651,74.90273019204932,19,8,Medium
Female,76.57486004815526,75.91578024715423,16,2,Low
Male,94.50771739175761,87.77434233967358,13,12,Medium
Male,111.06998676187104,105.49129406055012,14,6,High
Female,118.020331435822,113.36620215357638,19,8,Low
Male,95.50268693694174,94.6403953642857,6,6,Low
Male,107.46760119267444,106.7645939602697,8,3,Low
